Region,Scenario,Variable,Unit,2017,2018,2019,2020,2021,2022,2023,2024
MMR,Historical,Area|Forest|Age Class|61+,Million ha,4.5619,4.7287,4.9746,5.2676,6.6891,6.9711,7.2418,7.514
MMR,Historical,Carbon Stock|Forest|Total,Mt C,3328.373878028372,3395.0346732812686,3460.36678769,3524.3165567896867,3586.8373353667666,3647.8893991300606,3707.4397954253354,3765.4621463511944
MMR,Historical,Emissions|CO2|Land Use|Forestry,Mt CO2/yr,-249.07207564427637,-244.42291592728753,-239.55108616534804,-234.48248669885166,-229.24285478262632,-223.8575671320779,-218.35145308267434,-212.74862006148288
MNE,Historical,Area|Forest|Age Class|0-20,Million ha,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008
MNE,Historical,Area|Forest|Age Class|21-40,Million ha,0.007,0.007,0.007,0.007,0.0043,0.0043,0.0043,0.0043
MNE,Historical,Area|Forest|Age Class|41-60,Million ha,0.0431,0.0417,0.0408,0.0396,0.0356,0.0332,0.0308,0.0286
MNE,Historical,Area|Forest|Age Class|61+,Million ha,0.4013,0.4027,0.4036,0.4048,0.4115,0.4139,0.4163,0.4185
MNE,Historical,Carbon Stock|Forest|Total,Mt C,17.550437441815404,17.738177254336865,17.92307917,18.105122741550975,18.284291376064154,18.46057218458733,18.63395582988942,18.80443637309984
MNE,Historical,Emissions|CO2|Land Use|Forestry,Mt CO2/yr,-0.6986952872134904,-0.6883793125786882,-0.6779736907648335,-0.6674930956869041,-0.656951659881655,-0.6463629645849842,-0.6357400327743244,-0.6250953251048739
MNG,Historical,Area|Forest|Age Class|0-20,Million ha,0.1694,0.1694,0.1694,0.1694,0.0607,0.0607,0.0607,0.0607
MNG,Historical,Area|Forest|Age Class|21-40,Million ha,0.7639,0.7624,0.7618,0.7616,0.6387,0.6387,0.6387,0.6387
MNG,Historical,Area|Forest|Age Class|41-60,Million ha,1.0417,1.0337,1.0251,1.017,1.0218,1.0139,1.0075,0.9993
MNG,Historical,Area|Forest|Age Class|61+,Million ha,2.1049,2.1144,2.1236,2.1319,2.3587,2.3666,2.373,2.3812
MNG,Historical,Carbon Stock|Forest|Total,Mt C,149.98755388904493,152.06443943415516,154.12841036,156.17881797976636,158.21504359464734,160.23649870702806,162.2426251169859,164.23289490886452
MNG,Historical,Emissions|CO2|Land Use|Forestry,Mt CO2/yr,-7.660113361132517,-7.615246998737509,-7.56789339476442,-7.5181612724766556,-7.466160587896913,-7.41200207872931,-7.355796836512042,-7.297655903554983
MOZ,Historical,Area|Forest|Age Class|0-20,Million ha,11.8977,11.0811,10.3032,9.5206,7.4446,6.6625,5.974,5.418
MOZ,Historical,Area|Forest|Age Class|21-40,Million ha,8.0647,8.8598,9.6132,10.3685,12.3704,13.0941,13.6995,14.1515
MOZ,Historical,Area|Forest|Age Class|41-60,Million ha,0.0818,0.1033,0.1278,0.1551,0.2271,0.2855,0.3684,0.4723
MOZ,Historical,Area|Forest|Age Class|61+,Million ha,0.1104,0.1104,0.1104,0.1104,0.1125,0.1125,0.1127,0.1128
MOZ,Historical,Carbon Stock|Forest|Total,Mt C,288.49998634411236,302.7790284012251,317.20720838000005,331.7596857999507,346.41207174948727,361.14054227445234,375.9219375472662,390.73384719620657
MOZ,Historical,Emissions|CO2|Land Use|Forestry,Mt CO2/yr,-51.71737953670553,-52.356487542746734,-52.90332658884148,-53.35908387315243,-53.725415148300684,-54.00439192487194,-54.1984493336509,-54.31033537944792
MSR,Historical,Area|Forest|Age Class|0-20,Million ha,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002
MSR,Historical,Area|Forest|Age Class|21-40,Million ha,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002
MSR,Historical,Area|Forest|Age Class|41-60,Million ha,0.001,0.0009,0.0009,0.0008,0.0008,0.0008,0.0008,0.0008
MSR,Historical,Area|Forest|Age Class|61+,Million ha,0.0015,0.0016,0.0016,0.0017,0.0017,0.0017,0.0017,0.0017
MSR,Historical,Carbon Stock|Forest|Total,Mt C,0.08023944177498434,0.08136082863745098,0.08243894,0.08347435373489823,0.08446785373655122,0.08542039155393946,0.08633305137193274,0.08720701857625221
MSR,Historical,Emissions|CO2|Land Use|Forestry,Mt CO2/yr,-0.00427164074218693,-0.0041117518290443526,-0.003953074996013092,-0.0037965170279601564,-0.0036428333393943024,-0.0034926386637568934,-0.0033464193326420283,-0.003204546415838047
MTQ,Historical,Area|Forest|Age Class|0-20,Million ha,0.0013,0.0012,0.0009,0.0008,0.0004,0.0004,0.0004,0.0004
MTQ,Historical,Area|Forest|Age Class|21-40,Million ha,0.0306,0.0303,0.0302,0.0295,0.0287,0.0253,0.0231,0.0217
MTQ,Historical,Area|Forest|Age Class|41-60,Million ha,0.0033,0.0037,0.0041,0.0049,0.0052,0.0086,0.0108,0.0122
MTQ,Historical,Area|Forest|Age Class|61+,Million ha,0.0092,0.0092,0.0092,0.0092,0.0101,0.0101,0.0101,0.0101
MTQ,Historical,Carbon Stock|Forest|Total,Mt C,2.281119094784379,2.4081859813482556,2.5370341499999993,2.6718955202673627,2.832208318959498,3.0917690227959467,3.687614468551908,5.270690998575222
MTQ,Historical,Emissions|CO2|Land Use|Forestry,Mt CO2/yr,-0.4615516547690346,-0.46591191740088106,-0.47244328505639377,-0.4944916909803322,-0.5878135952044962,-0.9517225807336451,-2.184766634438524,-5.8046139434188175
MUS,Historical,Area|Forest|Age Class|0-20,Million ha,0.0206,0.0186,0.0173,0.0162,0.0151,0.0137,0.0124,0.0116
MUS,Historical,Area|Forest|Age Class|21-40,Million ha,0.0094,0.0114,0.0127,0.0138,0.0149,0.0162,0.0175,0.0182
MUS,Historical,Area|Forest|Age Class|41-60,Million ha,0.0,0.0,0.0,0.0,0.0,0.0001,0.0001,0.0002
MUS,Historical,Area|Forest|Age Class|61+,Million ha,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MUS,Historical,Carbon Stock|Forest|Total,Mt C,0.4144126929395484,0.44107968810739606,0.46761851,0.49390948474361873,0.5198454756291575,0.5453325659092481,0.5702901819568619,0.5946507821520044
MUS,Historical,Emissions|CO2|Land Use|Forestry,Mt CO2/yr,-0.09776917475547887,-0.09777898228210805,-0.09730901360621438,-0.09640024072660205,-0.0950986332469755,-0.09345266436033202,-0.09151125884125066,-0.08932220071552258
MWI,Historical,Area|Forest|Age Class|0-20,Million ha,0.5275,0.5087,0.4852,0.4569,0.3247,0.2993,0.2801,0.2627
MWI,Historical,Area|Forest|Age Class|21-40,Million ha,0.4814,0.4944,0.5111,0.5322,0.6368,0.6535,0.665,0.6725
MWI,Historical,Area|Forest|Age Class|41-60,Million ha,0.0426,0.0482,0.0546,0.061,0.0879,0.0964,0.104,0.1136
MWI,Historical,Area|Forest|Age Class|61+,Million ha,0.0009,0.0011,0.0015,0.0023,0.003,0.0032,0.0033,0.0036
MWI,Historical,Carbon Stock|Forest|Total,Mt C,17.972344762404294,18.77292754678046,19.572391420000002,20.368947794481237,21.160902258818048,21.946663595224134,22.724750701629727,23.493797508560128
MWI,Historical,Emissions|CO2|Land Use|Forestry,Mt CO2/yr,-2.9327103307509335,-2.935470209379269,-2.931367535138328,-2.9207067064311922,-2.9038330359016413,-2.8811249001556485,-2.8529860568205074,-2.819838292078137
MYS,Historical,Area|Forest|Age Class|0-20,Million ha,3.1012,2.9477,2.788,2.6209,2.3214,2.1771,2.0155,1.8376
MYS,Historical,Area|Forest|Age Class|21-40,Million ha,0.7805,0.9333,1.0916,1.2564,1.5388,1.6777,1.8344,2.0019
MYS,Historical,Area|Forest|Age Class|41-60,Million ha,0.0176,0.0183,0.0197,0.022,0.0377,0.0431,0.0479,0.0583
MYS,Historical,Area|Forest|Age Class|61+,Million ha,26.6577,26.6577,26.6577,26.6577,26.6591,26.6591,26.6592,26.6592
MYS,Historical,Carbon Stock|Forest|Total,Mt C,3066.746149706144,3072.709132498283,3078.901309969999,3085.3059334042314,3091.9047254442157,3098.678144108789,3105.605655389798,3112.6660074731954
MYS,Historical,Emissions|CO2|Land Use|Forestry,Mt CO2/yr,-20.968992399879426,-21.864270237842902,-22.704650729625882,-23.483619258851526,-24.195570813275936,-24.835868436769335,-25.40087469703197,-25.88795763912397
MYT,Historical,Area|Forest|Age Class|0-20,Million ha,0.0027,0.0025,0.0025,0.0025,0.0008,0.0008,0.0008,0.0008
MYT,Historical,Area|Forest|Age Class|21-40,Million ha,0.0246,0.0244,0.0239,0.0225,0.0227,0.0214,0.0197,0.0179
MYT,Historical,Area|Forest|Age Class|41-60,Million ha,0.0006,0.001,0.0015,0.0029,0.0044,0.0057,0.0074,0.0092
MYT,Historical,Area|Forest|Age Class|61+,Million ha,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MYT,Historical,Carbon Stock|Forest|Total,Mt C,0.7078179558475383,0.7192693749662605,0.73077433,0.7410135583408589,0.7501166780269669,0.7584432862210776,0.7661405755316135,0.7732761868300356
MYT,Historical,Emissions|CO2|Land Use|Forestry,Mt CO2/yr,-0.043988883839079465,-0.04198853676864833,-0.042184835123711475,-0.037543837249815915,-0.03337810551572932,-0.030530896711739176,-0.02822339413863173,-0.02616390809421439
NAM,Historical,Area|Forest|Age Class|0-20,Million ha,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004
NAM,Historical,Area|Forest|Age Class|21-40,Million ha,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NAM,Historical,Area|Forest|Age Class|41-60,Million ha,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004
NAM,Historical,Area|Forest|Age Class|61+,Million ha,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006,0.0006
NAM,Historical,Carbon Stock|Forest|Total,Mt C,0.008209094517609417,0.008424254526708239,0.008640479999999999,0.008857703661957157,0.009075843104164013,0.009294800922735767,0.009514465147612118,0.009734709933597395
NAM,Historical,Emissions|CO2|Land Use|Forestry,Mt CO2/yr,-0.0007848214806616711,-0.0007889200333623449,-0.0007928267354031214,-0.0007964867605095802,-0.0007998446214251363,-0.0008028453347630991,-0.000805435491213289,-0.0008075642152793472
NCL,Historical,Area|Forest|Age Class|0-20,Million ha,0.0752,0.0718,0.0681,0.065,0.0495,0.0459,0.0411,0.0352
NCL,Historical,Area|Forest|Age Class|21-40,Million ha,0.6844,0.6868,0.6888,0.6903,0.473,0.4744,0.4773,0.4817
NCL,Historical,Area|Forest|Age Class|41-60,Million ha,0.2798,0.2808,0.2824,0.284,0.4866,0.4887,0.4904,0.4916
NCL,Historical,Area|Forest|Age Class|61+,Million ha,0.1353,0.1353,0.1354,0.1354,0.1656,0.1657,0.1659,0.1662
NCL,Historical,Carbon Stock|Forest|Total,Mt C,99.73269251231265,102.73307995776275,105.73114501,108.72364043879551,111.70742889752172,114.67949021107572,117.63692756645203,120.57697264308304
NCL,Historical,Emissions|CO2|Land Use|Forestry,Mt CO2/yr,-10.997657510232651,-11.00142063331704,-10.992905191536588,-10.97248323891686,-10.9405576819961,-10.897558149697975,-10.84393696971315,-10.780165280980365
NER,Historical,Area|Forest|Age Class|0-20,Million ha,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002
NER,Historical,Area|Forest|Age Class|21-40,Million ha,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NER,Historical,Area|Forest|Age Class|41-60,Million ha,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NER,Historical,Area|Forest|Age Class|61+,Million ha,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NER,Historical,Carbon Stock|Forest|Total,Mt C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NER,Historical,Emissions|CO2|Land Use|Forestry,Mt CO2/yr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NGA,Historical,Area|Forest|Age Class|0-20,Million ha,2.6951,2.6237,2.5297,2.416,2.1576,2.0323,1.8858,1.7392
NGA,Historical,Area|Forest|Age Class|21-40,Million ha,0.438,0.5088,0.6018,0.7143,0.9468,1.0689,1.2123,1.3561
NGA,Historical,Area|Forest|Age Class|41-60,Million ha,0.0295,0.0301,0.0311,0.0322,0.0539,0.0571,0.0602,0.0628
NGA,Historical,Area|Forest|Age Class|61+,Million ha,7.2256,7.2256,7.2256,7.2257,7.2299,7.2299,7.2299,7.2301
NGA,Historical,Carbon Stock|Forest|Total,Mt C,500.7060914055751,504.76613521397,508.9614945899999,513.2699317398601,517.6672267671408,522.128068919772,526.6265909531027,531.137021330642
NGA,Historical,Emissions|CO2|Land Use|Forestry,Mt CO2/yr,-14.317242150109601,-14.886827297448102,-15.382984378776294,-15.797602882820721,-16.123415100029355,-16.356421226314144,-16.494580788879183,-16.538244717644336
NIC,Historical,Area|Forest|Age Class|0-20,Million ha,0.254,0.2065,0.169,0.1328,0.0907,0.0647,0.0432,0.0322
NIC,Historical,Area|Forest|Age Class|21-40,Million ha,2.307,2.317,2.3076,2.2813,2.13,2.0428,1.9299,1.8001
NIC,Historical,Area|Forest|Age Class|41-60,Million ha,0.537,0.5745,0.6213,0.6836,0.8371,0.9498,1.0832,1.2222
NIC,Historical,Area|Forest|Age Class|61+,Million ha,0.0849,0.0849,0.085,0.0852,0.1251,0.1256,0.1266,0.1284
NIC,Historical,Carbon Stock|Forest|Total,Mt C,150.2656002367066,154.18252055352653,157.86663854999998,161.33280706499224,164.59909588787866,167.68915700466914,170.63607968459888,173.486286823064
NIC,Historical,Emissions|CO2|Land Use|Forestry,Mt CO2/yr,-15.26118628938793,-14.362041161673062,-13.50843265373597,-12.709284554971626,-11.976392350583552,-11.330224094898426,-10.805383159742386,-10.45075950770545
NLD,Historical,Area|Forest|Age Class|0-20,Million ha,0.0219,0.0219,0.0219,0.0219,0.0182,0.0182,0.0182,0.0182
NLD,Historical,Area|Forest|Age Class|21-40,Million ha,0.0222,0.0218,0.0216,0.0211,0.0181,0.018,0.0179,0.0176
NLD,Historical,Area|Forest|Age Class|41-60,Million ha,0.0646,0.06,0.0547,0.0509,0.0397,0.038,0.0372,0.0358
NLD,Historical,Area|Forest|Age Class|61+,Million ha,0.1073,0.1123,0.1178,0.1221,0.14,0.1418,0.1427,0.1444
NLD,Historical,Carbon Stock|Forest|Total,Mt C,12.247139396684421,12.474653787215464,12.70110281,12.92640025513422,13.150463454250295,13.373213229708657,13.594573836263656,13.814472896519899
NLD,Historical,Emissions|CO2|Land Use|Forestry,Mt CO2/yr,-0.8377965379295654,-0.8342194319471586,-0.8303130835432976,-0.8260906321588083,-0.8215650634256045,-0.8167491766806633,-0.8116555573683293,-0.8062965542728892
NOR,Historical,Area|Forest|Age Class|0-20,Million ha,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NOR,Historical,Area|Forest|Age Class|21-40,Million ha,0.0061,0.0061,0.006,0.0059,0.0025,0.0023,0.0023,0.0023
NOR,Historical,Area|Forest|Age Class|41-60,Million ha,0.306,0.2947,0.2867,0.2791,0.1314,0.1263,0.1214,0.1184
NOR,Historical,Area|Forest|Age Class|61+,Million ha,14.413,14.4243,14.4324,14.4401,14.5912,14.5965,14.6014,14.6044
NOR,Historical,Carbon Stock|Forest|Total,Mt C,464.8905187227868,465.98719936961254,467.0832599,468.1787022454206,469.2735285235671,470.36774103430827,471.4613422557225,472.55433484020625
NOR,Historical,Emissions|CO2|Land Use|Forestry,Mt CO2/yr,-4.023442516110738,-4.021162371694402,-4.0188886114205875,-4.016621933208947,-4.014363019870548,-4.012112539384248,-4.009871145185571,-4.007639476440374
NPL,Historical,Area|Forest|Age Class|0-20,Million ha,0.2318,0.2246,0.2197,0.2165,0.0689,0.0679,0.0675,0.067
NPL,Historical,Area|Forest|Age Class|21-40,Million ha,1.9512,1.8717,1.7928,1.7204,1.5454,1.4802,1.4235,1.3688
NPL,Historical,Area|Forest|Age Class|41-60,Million ha,2.4112,2.456,2.4937,2.5222,2.5927,2.6099,2.6144,2.6177
NPL,Historical,Area|Forest|Age Class|61+,Million ha,1.3007,1.3426,1.3887,1.4358,1.6879,1.7369,1.7895,1.8414
NPL,Historical,Carbon Stock|Forest|Total,Mt C,207.15129337698113,210.48832714583122,213.70677784,216.8063796507124,219.78751858215412,222.65115643679965,225.3987573056814,228.0322198251652
NPL,Historical,Emissions|CO2|Land Use|Forestry,Mt CO2/yr,-12.666967718007365,-12.235790485783667,-11.80098587861886,-11.365206639278748,-10.93084274861969,-10.500005467033617,-10.074536519233124,-9.656029238107266
NZL,Historical,Area|Forest|Age Class|0-20,Million ha,0.0091,0.0091,0.0091,0.0091,0.0059,0.0059,0.0059,0.0059
NZL,Historical,Area|Forest|Age Class|21-40,Million ha,0.0159,0.0159,0.0159,0.0159,0.0145,0.0145,0.0145,0.0145
NZL,Historical,Area|Forest|Age Class|41-60,Million ha,0.133,0.1252,0.1189,0.1139,0.0572,0.0534,0.0505,0.048
NZL,Historical,Area|Forest|Age Class|61+,Million ha,8.35,8.3578,8.3641,8.3691,8.4304,8.4342,8.4371,8.4396
NZL,Historical,Carbon Stock|Forest|Total,Mt C,1053.314621498568,1058.3213384866694,1063.11802562,977585977.4282871,6.2904378004692615e+19,2.5004164876539582e+29,8.383374631365713e+37,3.126408767905325e+45
NZL,Historical,Emissions|CO2|Land Use|Forestry,Mt CO2/yr,-19.573384530956822,-18.357962289705558,-17.58785282221212,-3584478019.137625,-2.3064938601362178e+20,-9.16819378575802e+29,-3.0739040223325678e+38,-1.1463498508262454e+46
PAK,Historical,Area|Forest|Age Class|0-20,Million ha,0.1035,0.1035,0.1035,0.1035,0.042,0.042,0.042,0.042
PAK,Historical,Area|Forest|Age Class|21-40,Million ha,0.1919,0.1896,0.1876,0.1844,0.2199,0.2168,0.2131,0.2096
PAK,Historical,Area|Forest|Age Class|41-60,Million ha,0.1085,0.1094,0.1102,0.1122,0.1201,0.1205,0.1226,0.1246
PAK,Historical,Area|Forest|Age Class|61+,Million ha,0.1743,0.1757,0.1769,0.1781,0.1962,0.1989,0.2005,0.202
PAK,Historical,Carbon Stock|Forest|Total,Mt C,14.690185626918577,14.987219360537207,15.28371192,15.579344576359725,15.873804894700566,16.166788113405698,16.457998411337964,16.74715005598663
PAK,Historical,Emissions|CO2|Land Use|Forestry,Mt CO2/yr,-1.0899216791551254,-1.0891236899349757,-1.0871393846969082,-1.0839864066523255,-1.079687833916416,-1.0742718019188164,-1.0677710924183117,-1.0602226970451067
PAN,Historical,Area|Forest|Age Class|0-20,Million ha,0.1821,0.1536,0.1255,0.1017,0.0769,0.0618,0.0476,0.0356
PAN,Historical,Area|Forest|Age Class|21-40,Million ha,0.497,0.5184,0.5389,0.5516,0.5325,0.533,0.5332,0.5275
PAN,Historical,Area|Forest|Age Class|41-60,Million ha,0.0825,0.0893,0.0967,0.1077,0.1435,0.158,0.1717,0.189
PAN,Historical,Area|Forest|Age Class|61+,Million ha,3.7613,3.7616,3.7618,3.7619,3.77,3.7701,3.7704,3.7708
PAN,Historical,Carbon Stock|Forest|Total,Mt C,296.5897178071128,297.67152025506414,298.71614455,299.7217552370699,300.6869827669576,301.6108962000076,302.49297090490796,303.3330525644534
PAN,Historical,Emissions|CO2|Land Use|Forestry,Mt CO2/yr,-4.094413334103099,-3.966608975821657,-3.8302890814315824,-3.6872391859228246,-3.5391676095883327,-3.3876825878498567,-3.234273917968096,-3.0802994183332544
PER,Historical,Area|Forest|Age Class|0-20,Million ha,0.0663,0.0633,0.0598,0.0566,0.0326,0.0293,0.0258,0.023
PER,Historical,Area|Forest|Age Class|21-40,Million ha,0.427,0.4211,0.4153,0.4078,0.3298,0.3239,0.3171,0.3106
PER,Historical,Area|Forest|Age Class|41-60,Million ha,0.4976,0.5003,0.5013,0.5049,0.5267,0.5295,0.5323,0.534
PER,Historical,Area|Forest|Age Class|61+,Million ha,82.322,82.3282,82.3365,82.3436,82.4238,82.4302,82.4377,82.4453
PER,Historical,Carbon Stock|Forest|Total,Mt C,10836.669145697355,10846.398983753028,10855.949941039999,10865.324816580083,10874.526381733072,10883.557381080413,10892.420533162027,10901.118531050815
PER,Historical,Emissions|CO2|Land Use|Forestry,Mt CO2/yr,-36.34233722160267,-35.67607287080136,-35.02017671889189,-34.37454364697744,-33.73907222762682,-33.113664273580675,-32.49822429925249,-31.892658925557647
PHL,Historical,Area|Forest|Age Class|0-20,Million ha,2.2868,2.123,1.9343,1.748,1.4582,1.2222,0.9852,0.779
PHL,Historical,Area|Forest|Age Class|21-40,Million ha,2.0146,2.162,2.3297,2.4949,2.6824,2.878,3.0631,3.2097
PHL,Historical,Area|Forest|Age Class|41-60,Million ha,0.3004,0.3118,0.3284,0.3442,0.4207,0.4558,0.5005,0.5517
PHL,Historical,Area|Forest|Age Class|61+,Million ha,13.5187,13.5237,13.5281,13.5334,13.5592,13.5645,13.5717,13.5801
PHL,Historical,Carbon Stock|Forest|Total,Mt C,1619.903117205507,1628.0273997115196,1636.0997350199998,1644.0975440698614,1651.9998876255827,1659.7875954575466,1667.443350106864,1674.9517289975004
PHL,Historical,Emissions|CO2|Land Use|Forestry,Mt CO2/yr,-29.891356058675303,-29.789035855379552,-29.598562797760753,-29.325299849492694,-28.97525970431123,-28.55492871720086,-28.071100380830785,-27.530722598999848
PLW,Historical,Area|Forest|Age Class|0-20,Million ha,0.0006,0.0006,0.0004,0.0004,0.0002,0.0002,0.0002,0.0002
PLW,Historical,Area|Forest|Age Class|21-40,Million ha,0.0077,0.0077,0.0079,0.0079,0.0061,0.0061,0.006,0.006
PLW,Historical,Area|Forest|Age Class|41-60,Million ha,0.005,0.005,0.005,0.005,0.0059,0.0059,0.006,0.006
PLW,Historical,Area|Forest|Age Class|61+,Million ha,0.0067,0.0067,0.0067,0.0067,0.0078,0.0078,0.0078,0.0078
PLW,Historical,Carbon Stock|Forest|Total,Mt C,1.2508841180436023,1.2771804141197474,1.3023079599999998,1.3262183913249115,1.3488847229070098,1.3702990723957416,1.3904700114850104,1.40941980133358
PLW,Historical,Emissions|CO2|Land Use|Forestry,Mt CO2/yr,-0.10044364637767551,-0.09641975227919844,-0.092134334894259,-0.08767158152467609,-0.08310988246769375,-0.07851928145868317,-0.07396010999398564,-0.06948256277808831
PNG,Historical,Area|Forest|Age Class|0-20,Million ha,0.8102,0.6717,0.5526,0.4559,0.3111,0.2479,0.2027,0.1706
PNG,Historical,Area|Forest|Age Class|21-40,Million ha,1.9734,2.0614,2.1294,2.1792,2.0622,2.0894,2.0952,2.0905
PNG,Historical,Area|Forest|Age Class|41-60,Million ha,2.7914,2.6744,2.5552,2.435,2.4201,2.3122,2.2158,2.116
PNG,Historical,Area|Forest|Age Class|61+,Million ha,40.7751,40.9426,41.1129,41.28,41.5567,41.7006,41.8364,41.973
PNG,Historical,Carbon Stock|Forest|Total,Mt C,5471.693493162389,5481.466069610717,5490.986315759998,5500.246595434385,5509.240487027878,5517.962829688097,5526.409740055805,5534.578602756418
PNG,Historical,Emissions|CO2|Land Use|Forestry,Mt CO2/yr,-36.7258253124816,-35.83278031053426,-34.907569214033174,-33.954358806084805,-32.977602509473094,-31.981923087471536,-30.97200468159402,-29.952496568915496
POL,Historical,Area|Forest|Age Class|0-20,Million ha,0.6811,0.6809,0.6809,0.6809,0.4392,0.4392,0.4392,0.4392
POL,Historical,Area|Forest|Age Class|21-40,Million ha,1.1798,1.1792,1.1783,1.1782,1.0782,1.0781,1.0779,1.0777
POL,Historical,Area|Forest|Age Class|41-60,Million ha,3.229,3.0568,2.8886,2.7243,2.3553,2.1966,2.0497,1.9271
POL,Historical,Area|Forest|Age Class|61+,Million ha,4.603,4.776,4.9451,5.1095,5.8202,5.979,6.1261,6.2489
POL,Historical,Carbon Stock|Forest|Total,Mt C,681.4053665434161,690.8419439142119,700.1980950699999,709.4712331763633,718.658918089812,727.758855752959,736.7688972319336,745.6870374135993
POL,Historical,Emissions|CO2|Land Use|Forestry,Mt CO2/yr,-34.88565604058999,-34.60078369291799,-34.305887571222605,-34.001506389999044,-33.688178015978636,-33.36643809820562,-33.036818756240145,-32.69984733277446
PRI,Historical,Area|Forest|Age Class|0-20,Million ha,0.024,0.0183,0.0132,0.0103,0.0067,0.0051,0.0039,0.0031
PRI,Historical,Area|Forest|Age Class|21-40,Million ha,0.2924,0.2926,0.2891,0.2788,0.2531,0.2418,0.2283,0.2141
PRI,Historical,Area|Forest|Age Class|41-60,Million ha,0.0856,0.091,0.0994,0.1126,0.1287,0.1413,0.1558,0.1706
PRI,Historical,Area|Forest|Age Class|61+,Million ha,0.0259,0.026,0.0262,0.0262,0.0394,0.0397,0.0399,0.0401
PRI,Historical,Carbon Stock|Forest|Total,Mt C,20.19528182770989,20.669119655716315,21.118373700000003,21.596210089303963,24.79005440944782,93.3724859286958,971.2165518025192,7662.8868672641165
PRI,Historical,Emissions|CO2|Land Use|Forestry,Mt CO2/yr,-1.8335060734838404,-1.7374053693568876,-1.647264829040188,-1.7520667607811853,-11.71076250719414,-251.4689155705759,-3218.7615748706858,-24536.124490025853
PRK,Historical,Area|Forest|Age Class|0-20,Million ha,5.7728,5.7618,5.7568,5.7542,3.3337,3.3336,3.3336,3.3336
PRK,Historical,Area|Forest|Age Class|21-40,Million ha,1.9199,1.9294,1.9337,1.9337,4.2973,4.2946,4.2906,4.2875
PRK,Historical,Area|Forest|Age Class|41-60,Million ha,0.0202,0.0215,0.0222,0.0248,0.0801,0.0829,0.0869,0.0899
PRK,Historical,Area|Forest|Age Class|61+,Million ha,0.0622,0.0624,0.0624,0.0624,0.064,0.064,0.064,0.0641
PRK,Historical,Carbon Stock|Forest|Total,Mt C,256.7813189391171,274.43418173286324,291.7737980955805,308.6878236902337,325.08316322441937,340.8860806747994,356.0412980045228,370.5104120815744
PRK,Historical,Emissions|CO2|Land Use|Forestry,Mt CO2/yr,-65.39850008740899,-64.72716357706912,-63.578593329963304,-62.01809384706172,-60.116244958680774,-57.94403065139352,-55.56913020898569,-53.05341828252248
PRT,Historical,Area|Forest|Age Class|0-20,Million ha,0.0012,0.0012,0.0012,0.0012,0.0011,0.0011,0.0011,0.0011
PRT,Historical,Area|Forest|Age Class|21-40,Million ha,0.0419,0.0419,0.0419,0.0418,0.0175,0.0175,0.0175,0.0175
PRT,Historical,Area|Forest|Age Class|41-60,Million ha,0.4171,0.3832,0.35,0.3223,0.2627,0.2416,0.2206,0.2068
PRT,Historical,Area|Forest|Age Class|61+,Million ha,0.5385,0.5724,0.6056,0.6334,0.7174,0.7385,0.7595,0.7733
PRT,Historical,Carbon Stock|Forest|Total,Mt C,32.80113490479633,33.69909196016894,34.591256460000004,35.476922958522486,36.355455312802164,37.226288199253,38.08892758862376,38.94295015244038
PRT,Historical,Emissions|CO2|Land Use|Forestry,Mt CO2/yr,-3.3109169106272214,-3.292509203032921,-3.271269832713891,-3.247443827915769,-3.221285299025484,-3.1930539169863934,-3.163011094359464,-3.1314160673276086
PRY,Historical,Area|Forest|Age Class|0-20,Million ha,0.4732,0.4712,0.4705,0.4703,0.1841,0.1841,0.1841,0.1841
PRY,Historical,Area|Forest|Age Class|21-40,Million ha,4.2949,3.6854,3.1396,2.7035,2.3841,2.1234,1.9556,1.8585
PRY,Historical,Area|Forest|Age Class|41-60,Million ha,4.7395,5.2975,5.7763,6.1279,6.4667,6.6392,6.7062,6.7021
PRY,Historical,Area|Forest|Age Class|61+,Million ha,0.8419,0.8954,0.9631,1.0478,1.3146,1.4028,1.5036,1.6048
PRY,Historical,Carbon Stock|Forest|Total,Mt C,317.0836950320329,326.36253343909766,335.57017512,344.71354219762196,353.80191524820304,362.8462004549987,371.858024987425,380.8487174067081
