Region,Variable,Unit,2020,2025,2030,2035,2040,2045,2050
LKA,Area|Forest|Age Class|41-60,Million ha,0.1474,0.3521,0.8292,1.3537,1.9726,2.1829,2.0113
LKA,Area|Forest|Age Class|61+,Million ha,0.6817,0.693,0.7226,0.7488,0.8291,1.0451,1.5518
LKA,Carbon Stock|Forest|Total,Mt C,107.396992,116.462976,125.502928,134.359648,142.911952,151.073904,158.78984
LKA,Emissions|CO2|Land Use|Forestry,Mt CO2/yr,-6.529942793396964,-6.648388266666666,-6.629298133333333,-6.494927999999996,-6.271689600000014,-5.985431466666656,-5.658353066666666
LTU,Area|Forest|Age Class|0-20,Million ha,0.0005,0.0,0.0,0.0,0.0,0.0,0.0
LTU,Area|Forest|Age Class|21-40,Million ha,0.0287,0.0095,0.002,0.0008,0.0005,0.0,0.0
LTU,Area|Forest|Age Class|41-60,Million ha,0.6104,0.4105,0.198,0.069,0.0287,0.0095,0.002
LTU,Area|Forest|Age Class|61+,Million ha,1.4247,1.6443,1.8643,1.9945,2.0351,2.0548,2.0623
LTU,Carbon Stock|Forest|Total,Mt C,121.624384,129.346072,136.477776,143.054368,149.1252,154.74592,159.972624
LTU,Emissions|CO2|Land Use|Forestry,Mt CO2/yr,-6.102441390302445,-5.66257119999999,-5.229916266666676,-4.822834133333337,-4.4519434666666635,-4.121861333333337,-3.832916266666655
LUX,Area|Forest|Age Class|0-20,Million ha,0.0001,0.0,0.0,0.0,0.0,0.0,0.0
LUX,Area|Forest|Age Class|21-40,Million ha,0.0007,0.0004,0.0003,0.0002,0.0001,0.0,0.0
LUX,Area|Forest|Age Class|41-60,Million ha,0.0165,0.0097,0.0035,0.001,0.0007,0.0004,0.0003
LUX,Area|Forest|Age Class|61+,Million ha,0.0217,0.0289,0.0352,0.0378,0.0382,0.0386,0.0387
LUX,Carbon Stock|Forest|Total,Mt C,106335.649792,1.2394653409919881e+25,2.13390065201467e+31,inf,inf,inf,inf
LUX,Emissions|CO2|Land Use|Forestry,Mt CO2/yr,-77977.18098882675,-9.089412500607912e+24,-1.564859569202841e+31,-inf,,,
LVA,Area|Forest|Age Class|0-20,Million ha,0.002,0.0001,0.0,0.0,0.0,0.0,0.0
LVA,Area|Forest|Age Class|21-40,Million ha,0.2236,0.0796,0.0166,0.0069,0.002,0.0001,0.0
LVA,Area|Forest|Age Class|41-60,Million ha,1.3575,1.047,0.6757,0.3923,0.2236,0.0796,0.0166
LVA,Area|Forest|Age Class|61+,Million ha,3.1732,3.6296,4.064,4.3571,4.5307,4.6766,4.7397
LVA,Carbon Stock|Forest|Total,Mt C,275.556352,292.573312,307.993216,321.822688,334.115904,344.960384,354.464448
LVA,Emissions|CO2|Land Use|Forestry,Mt CO2/yr,-13.609160611142546,-12.479103999999987,-11.307929600000023,-10.141612800000008,-9.015025066666647,-7.952618666666649,-6.969646933333354
MAF,Area|Forest|Age Class|0-20,Million ha,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MAF,Area|Forest|Age Class|21-40,Million ha,0.0001,0.0001,0.0,0.0,0.0,0.0,0.0
MAF,Area|Forest|Age Class|41-60,Million ha,0.0001,0.0,0.0001,0.0001,0.0001,0.0001,0.0
MAF,Area|Forest|Age Class|61+,Million ha,0.0003,0.0004,0.0004,0.0004,0.0004,0.0004,0.0005
MAF,Carbon Stock|Forest|Total,Mt C,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MAF,Emissions|CO2|Land Use|Forestry,Mt CO2/yr,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MAR,Area|Forest|Age Class|0-20,Million ha,0.0006,0.0006,0.0006,0.0003,0.0,0.0,0.0
MAR,Area|Forest|Age Class|21-40,Million ha,0.0,0.0,0.0,0.0003,0.0006,0.0006,0.0006
MAR,Area|Forest|Age Class|41-60,Million ha,0.007,0.0023,0.0004,0.0,0.0,0.0,0.0
MAR,Area|Forest|Age Class|61+,Million ha,0.306,0.3107,0.3126,0.313,0.313,0.313,0.313
MAR,Carbon Stock|Forest|Total,Mt C,7.5817545,7.773852,7.951867,8.116442,8.268267,8.40806,8.536548
MAR,Emissions|CO2|Land Use|Forestry,Mt CO2/yr,-0.1516206547588137,-0.1408715,-0.1305443333333335,-0.12068833333333277,-0.11133833333333372,-0.10251486666666736,-0.09422453333333262
MDA,Area|Forest|Age Class|0-20,Million ha,0.0001,0.0,0.0,0.0,0.0,0.0,0.0
MDA,Area|Forest|Age Class|21-40,Million ha,0.0013,0.0008,0.0004,0.0002,0.0001,0.0,0.0
MDA,Area|Forest|Age Class|41-60,Million ha,0.0569,0.0213,0.0088,0.0038,0.0013,0.0008,0.0004
MDA,Area|Forest|Age Class|61+,Million ha,0.0619,0.0981,0.111,0.1162,0.1188,0.1194,0.1198
MDA,Carbon Stock|Forest|Total,Mt C,7.868196,5934858.89536,7287281211.670528,171593495482.4663,697903667017.1545,1301341967900.2131,1716195126763.5854
MDA,Emissions|CO2|Land Use|Forestry,Mt CO2/yr,-0.8594449066389119,-4352224.086586934,-5339653992.035124,-120491223798.58357,-385960792458.77136,-442521420647.5763,-304225649833.1397
MDG,Area|Forest|Age Class|0-20,Million ha,1.1939,0.6515,0.2838,0.0479,0.0,0.0,0.0
MDG,Area|Forest|Age Class|21-40,Million ha,3.3799,2.99,2.5953,2.0182,1.1939,0.6515,0.2838
MDG,Area|Forest|Age Class|41-60,Million ha,3.691,4.2698,4.1095,3.6005,3.3799,2.99,2.5953
MDG,Area|Forest|Age Class|61+,Million ha,0.4222,0.7757,1.6984,3.0204,4.1132,5.0455,5.8079
MDG,Carbon Stock|Forest|Total,Mt C,255.696864,281.202848,303.584928,322.770176,338.902656,352.262656,363.196032
MDG,Emissions|CO2|Land Use|Forestry,Mt CO2/yr,-20.731630837089913,-18.704388266666676,-16.413525333333315,-14.069181866666668,-11.830485333333323,-9.797333333333343,-8.017809066666674
MDV,Area|Forest|Age Class|0-20,Million ha,0.0001,0.0001,0.0001,0.0,0.0,0.0,0.0
MDV,Area|Forest|Age Class|21-40,Million ha,0.0,0.0,0.0,0.0001,0.0001,0.0001,0.0001
MDV,Area|Forest|Age Class|41-60,Million ha,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MDV,Area|Forest|Age Class|61+,Million ha,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MDV,Carbon Stock|Forest|Total,Mt C,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MDV,Emissions|CO2|Land Use|Forestry,Mt CO2/yr,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MEX,Area|Forest|Age Class|0-20,Million ha,3.4713,0.9006,0.1376,0.0117,0.0,0.0,0.0
MEX,Area|Forest|Age Class|21-40,Million ha,20.8855,19.1213,14.9107,8.141,3.4713,0.9006,0.1376
MEX,Area|Forest|Age Class|41-60,Million ha,9.2443,12.1543,15.3631,19.8151,20.8855,19.1213,14.9107
MEX,Area|Forest|Age Class|61+,Million ha,12.6948,14.1197,15.8845,18.3281,21.9391,26.274,31.2476
MEX,Carbon Stock|Forest|Total,Mt C,1384.983808,1439.63136,1485.673088,1525.366144,1560.497408,1592.313216,1621.636864
MEX,Emissions|CO2|Land Use|Forestry,Mt CO2/yr,-47.92270598618464,-40.074871466666764,-33.763933866666605,-29.108241066666714,-25.76292693333324,-23.331592533333378,-21.50400853333337
MKD,Area|Forest|Age Class|0-20,Million ha,0.0018,0.001,0.0003,0.0,0.0,0.0,0.0
MKD,Area|Forest|Age Class|21-40,Million ha,0.035,0.0155,0.005,0.0023,0.0018,0.001,0.0003
MKD,Area|Forest|Age Class|41-60,Million ha,0.1631,0.1345,0.0959,0.0619,0.035,0.0155,0.005
MKD,Area|Forest|Age Class|61+,Million ha,0.7549,0.8038,0.8536,0.8906,0.918,0.9383,0.9495
MKD,Carbon Stock|Forest|Total,Mt C,31.20069,32.874074,34.542328,36.201052,37.846296,39.474592,41.082928
MKD,Emissions|CO2|Land Use|Forestry,Mt CO2/yr,-1.2273544099195202,-1.2271482666666658,-1.2233862666666648,-1.2163975999999994,-1.2065122666666706,-1.1940837333333323,-1.179446400000001
MLI,Area|Forest|Age Class|0-20,Million ha,0.0743,0.0344,0.017,0.0016,0.0,0.0,0.0
MLI,Area|Forest|Age Class|21-40,Million ha,0.0423,0.0785,0.0944,0.1012,0.0743,0.0344,0.017
MLI,Area|Forest|Age Class|41-60,Million ha,0.0055,0.009,0.01,0.0168,0.0423,0.0785,0.0944
MLI,Area|Forest|Age Class|61+,Million ha,0.0,0.0002,0.0007,0.0025,0.0055,0.0092,0.0107
MLI,Carbon Stock|Forest|Total,Mt C,1.278545875,1.781649375,2.3937155,3.123501,3.991875,5.0406825,6.343296
MLI,Emissions|CO2|Land Use|Forestry,Mt CO2/yr,-0.29226946223693334,-0.3689425666666666,-0.44884849166666657,-0.5351760333333335,-0.6368075999999998,-0.7691255000000001,-0.9552498999999998
MMR,Area|Forest|Age Class|0-20,Million ha,2.3745,0.9226,0.3165,0.0285,0.0,0.0,0.0
MMR,Area|Forest|Age Class|21-40,Million ha,24.7789,17.9055,12.0076,5.8349,2.3745,0.9226,0.3165
MMR,Area|Forest|Age Class|41-60,Million ha,16.2793,22.0736,25.241,27.3496,24.7789,17.9055,12.0076
MMR,Area|Forest|Age Class|61+,Million ha,5.2676,7.7986,11.1352,15.4873,21.5469,29.8722,36.3762
MMR,Carbon Stock|Forest|Total,Mt C,3524.316672,3821.93664,4080.790784,4301.014528,4485.176832,4637.184,4761.426432
MMR,Emissions|CO2|Land Use|Forestry,Mt CO2/yr,-244.20033922102857,-218.25464319999998,-189.8263722666666,-161.49741226666657,-135.05235626666695,-111.47192320000006,-91.1111168
MNE,Area|Forest|Age Class|0-20,Million ha,0.0008,0.0008,0.0003,0.0,0.0,0.0,0.0
MNE,Area|Forest|Age Class|21-40,Million ha,0.007,0.0043,0.0016,0.0012,0.0008,0.0008,0.0003
MNE,Area|Forest|Age Class|41-60,Million ha,0.0396,0.0259,0.0139,0.0103,0.007,0.0043,0.0016
MNE,Area|Forest|Age Class|61+,Million ha,0.4048,0.4212,0.4364,0.4407,0.4444,0.4471,0.4503
MNE,Carbon Stock|Forest|Total,Mt C,18.105124,18.97201,19.766412,20.489364,21.143306,21.731664,22.258546
MNE,Emissions|CO2|Land Use|Forestry,Mt CO2/yr,-0.6882904825712751,-0.6357164000000006,-0.5825614666666652,-0.5301647999999994,-0.47955746666666715,-0.43146253333333295,-0.3863801333333337
MNG,Area|Forest|Age Class|0-20,Million ha,0.1694,0.0607,0.0081,0.0002,0.0,0.0,0.0
MNG,Area|Forest|Age Class|21-40,Million ha,0.7616,0.6387,0.4893,0.3219,0.1694,0.0607,0.0081
MNG,Area|Forest|Age Class|41-60,Million ha,1.017,0.9934,0.9407,0.8476,0.7616,0.6387,0.4893
MNG,Area|Forest|Age Class|61+,Million ha,2.1319,2.3871,2.6418,2.9102,3.1489,3.3805,3.5825
MNG,Carbon Stock|Forest|Total,Mt C,156.178816,166.206816,175.815728,184.957872,193.602384,201.732928,209.345248
MNG,Emissions|CO2|Land Use|Forestry,Mt CO2/yr,-7.612758646347589,-7.35386666666666,-7.046535466666668,-6.704238933333334,-6.339308799999993,-5.962398933333323,-5.582368000000008
MOZ,Area|Forest|Age Class|0-20,Million ha,9.5206,4.9602,2.2347,0.4603,0.0,0.0,0.0
MOZ,Area|Forest|Age Class|21-40,Million ha,10.3685,14.459,15.1518,13.5418,9.5206,4.9602,2.2347
MOZ,Area|Forest|Age Class|41-60,Million ha,0.1551,0.6225,2.6505,6.0036,10.3685,14.459,15.1518
MOZ,Area|Forest|Age Class|61+,Million ha,0.1104,0.1129,0.1176,0.1489,0.2655,0.7354,2.7681
MOZ,Carbon Stock|Forest|Total,Mt C,331.759648,405.554656,479.10112,550.17792,617.183424,679.094016,735.371776
MOZ,Emissions|CO2|Land Use|Forestry,Mt CO2/yr,-52.264295089170005,-54.11633919999999,-53.93407359999996,-52.122986666666655,-49.13736959999998,-45.401100800000044,-41.27035733333329
MSR,Area|Forest|Age Class|0-20,Million ha,0.0002,0.0002,0.0001,0.0001,0.0,0.0,0.0
MSR,Area|Forest|Age Class|21-40,Million ha,0.0002,0.0002,0.0002,0.0001,0.0002,0.0002,0.0001
MSR,Area|Forest|Age Class|41-60,Million ha,0.0008,0.0007,0.0005,0.0004,0.0002,0.0002,0.0002
MSR,Area|Forest|Age Class|61+,Million ha,0.0017,0.0018,0.0021,0.0023,0.0025,0.0025,0.0026
MSR,Carbon Stock|Forest|Total,Mt C,0.0834743515625,0.0880435546875,0.091711140625,0.0946405859375,0.09697990625,0.098850015625,0.1003460625
MSR,Emissions|CO2|Land Use|Forestry,Mt CO2/yr,-0.0041129303950755095,-0.003350748958333336,-0.00268956302083334,-0.0021482598958333238,-0.0017155015625000027,-0.0013714135416666652,-0.0010971010416666693
MTQ,Area|Forest|Age Class|0-20,Million ha,0.0008,0.0004,0.0003,0.0001,0.0,0.0,0.0
MTQ,Area|Forest|Age Class|21-40,Million ha,0.0295,0.0195,0.0077,0.0024,0.0008,0.0004,0.0003
MTQ,Area|Forest|Age Class|41-60,Million ha,0.0049,0.0144,0.0259,0.0304,0.0295,0.0195,0.0077
MTQ,Area|Forest|Age Class|61+,Million ha,0.0092,0.0101,0.0105,0.0115,0.0141,0.0245,0.0364
MTQ,Carbon Stock|Forest|Total,Mt C,2.6718955,9.386889,295.58288,2649.537024,9265.57184,18877.018112,28283.060224
MTQ,Emissions|CO2|Land Use|Forestry,Mt CO2/yr,-0.4701391864469688,-4.9243285666666665,-209.87706006666667,-1726.2330389333335,-4851.758865066667,-7048.393932800001,-6897.7642154666655
MUS,Area|Forest|Age Class|0-20,Million ha,0.0162,0.0096,0.001,0.0004,0.0,0.0,0.0
MUS,Area|Forest|Age Class|21-40,Million ha,0.0138,0.0202,0.0278,0.0242,0.0162,0.0096,0.001
MUS,Area|Forest|Age Class|41-60,Million ha,0.0,0.0002,0.0012,0.0054,0.0138,0.0202,0.0278
MUS,Area|Forest|Age Class|61+,Million ha,0.0,0.0,0.0,0.0,0.0,0.0002,0.0012
MUS,Carbon Stock|Forest|Total,Mt C,0.49390946875,0.61835925,0.725941875,0.814400125,0.885050375,0.940575375,0.98383575
MUS,Emissions|CO2|Land Use|Forestry,Mt CO2/yr,-0.09730076163347956,-0.09126317291666666,-0.07889392499999995,-0.06486938333333339,-0.05181018333333327,-0.04071833333333337,-0.03172427500000001
MWI,Area|Forest|Age Class|0-20,Million ha,0.4569,0.2484,0.1135,0.0162,0.0,0.0,0.0
MWI,Area|Forest|Age Class|21-40,Million ha,0.5322,0.68,0.7093,0.6355,0.4569,0.2484,0.1135
MWI,Area|Forest|Age Class|41-60,Million ha,0.061,0.1202,0.2212,0.376,0.5322,0.68,0.7093
MWI,Area|Forest|Age Class|61+,Million ha,0.0023,0.0038,0.0084,0.0247,0.0633,0.124,0.2296
MWI,Carbon Stock|Forest|Total,Mt C,20.368948,24.252556,27.85665,31.082726,33.89412,36.298008,38.327372
MWI,Emissions|CO2|Land Use|Forestry,Mt CO2/yr,-2.9286175547054527,-2.847979199999999,-2.6430022666666666,-2.3657890666666685,-2.0616889333333335,-1.7628512000000014,-1.4882002666666623
MYS,Area|Forest|Age Class|0-20,Million ha,2.6209,1.6631,0.7048,0.1125,0.0,0.0,0.0
MYS,Area|Forest|Age Class|21-40,Million ha,1.2564,2.1637,2.9563,3.2794,2.6209,1.6631,0.7048
MYS,Area|Forest|Age Class|41-60,Million ha,0.022,0.071,0.2341,0.4979,1.2564,2.1637,2.9563
MYS,Area|Forest|Age Class|61+,Million ha,26.6577,26.6592,26.6618,26.6672,26.6797,26.7302,26.8959
MYS,Carbon Stock|Forest|Total,Mt C,3085.3056,3119.836928,3156.602112,3193.03552,3227.105024,3257.536256,3283.750144
MYS,Emissions|CO2|Land Use|Forestry,Mt CO2/yr,-21.809293139183318,-25.32297386666669,-26.961134933333234,-26.71783253333324,-24.98430293333337,-22.316236799999935,-19.223517866666832
MYT,Area|Forest|Age Class|0-20,Million ha,0.0025,0.0008,0.0005,0.0,0.0,0.0,0.0
MYT,Area|Forest|Age Class|21-40,Million ha,0.0225,0.0162,0.0086,0.0053,0.0025,0.0008,0.0005
MYT,Area|Forest|Age Class|41-60,Million ha,0.0029,0.0109,0.0188,0.0226,0.0225,0.0162,0.0086
MYT,Area|Forest|Age Class|61+,Million ha,0.0,0.0,0.0,0.0,0.0029,0.0109,0.0188
MYT,Carbon Stock|Forest|Total,Mt C,0.7410135,0.77989575,0.80651075,0.8249605625,0.8379280625,0.84723375,0.8541088125
MYT,Emissions|CO2|Land Use|Forestry,Mt CO2/yr,-0.042693864585008665,-0.02851365,-0.019517666666666704,-0.013529862499999995,-0.009509499999999933,-0.006824170833333368,-0.005041712500000021
NAM,Area|Forest|Age Class|0-20,Million ha,0.0004,0.0004,0.0004,0.0,0.0,0.0,0.0
NAM,Area|Forest|Age Class|21-40,Million ha,0.0,0.0,0.0,0.0004,0.0004,0.0004,0.0004
NAM,Area|Forest|Age Class|41-60,Million ha,0.0004,0.0004,0.0003,0.0,0.0,0.0,0.0
NAM,Area|Forest|Age Class|61+,Million ha,0.0006,0.0006,0.0007,0.001,0.001,0.001,0.001
NAM,Carbon Stock|Forest|Total,Mt C,0.008857703125,0.009955396484375,0.011059841796875,0.01214934375,0.0132002373046875,0.0141910625,0.01510533203125
NAM,Emissions|CO2|Land Use|Forestry,Mt CO2/yr,-0.0007887274089501348,-0.0008049751302083337,-0.0008099265625000004,-0.0007989680989583324,-0.0007706552734374997,-0.0007266051432291675,-0.0006704643229166662
NCL,Area|Forest|Age Class|0-20,Million ha,0.065,0.0294,0.0017,0.0005,0.0,0.0,0.0
NCL,Area|Forest|Age Class|21-40,Million ha,0.6903,0.485,0.2771,0.1398,0.065,0.0294,0.0017
NCL,Area|Forest|Age Class|41-60,Million ha,0.284,0.4939,0.6874,0.7568,0.6903,0.485,0.2771
NCL,Area|Forest|Age Class|61+,Million ha,0.1354,0.1664,0.2085,0.2776,0.4194,0.6603,0.8959
NCL,Carbon Stock|Forest|Total,Mt C,108.723648,123.496992,137.714,151.114336,163.52216,174.837904,185.02528
NCL,Emissions|CO2|Land Use|Forestry,Mt CO2/yr,-10.9891546242621,-10.833785600000006,-10.42580586666666,-9.826913066666673,-9.099070933333337,-8.298212266666663,-7.470742400000001
NER,Area|Forest|Age Class|0-20,Million ha,0.0002,0.0002,0.0002,0.0,0.0,0.0,0.0
NER,Area|Forest|Age Class|21-40,Million ha,0.0,0.0,0.0,0.0002,0.0002,0.0002,0.0002
NER,Area|Forest|Age Class|41-60,Million ha,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NER,Area|Forest|Age Class|61+,Million ha,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NER,Carbon Stock|Forest|Total,Mt C,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NER,Emissions|CO2|Land Use|Forestry,Mt CO2/yr,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NGA,Area|Forest|Age Class|0-20,Million ha,2.416,1.5597,0.6383,0.0219,0.0,0.0,0.0
NGA,Area|Forest|Age Class|21-40,Million ha,0.7143,1.5328,2.369,2.8415,2.416,1.5597,0.6383
NGA,Area|Forest|Age Class|41-60,Million ha,0.0322,0.0655,0.1449,0.2835,0.7143,1.5328,2.369
NGA,Area|Forest|Age Class|61+,Million ha,7.2257,7.2302,7.236,7.2413,7.2579,7.2957,7.3809
NGA,Carbon Stock|Forest|Total,Mt C,513.269952,535.6344,557.168064,575.769856,590.722944,602.245632,610.930112
NGA,Emissions|CO2|Land Use|Forestry,Mt CO2/yr,-14.814070730379825,-16.400595200000026,-15.791353599999947,-13.641314133333367,-10.965597866666652,-8.449971200000011,-6.368618666666672
NIC,Area|Forest|Age Class|0-20,Million ha,0.1328,0.0244,0.0056,0.0005,0.0,0.0,0.0
NIC,Area|Forest|Age Class|21-40,Million ha,2.2813,1.6582,0.9039,0.3673,0.1328,0.0244,0.0056
NIC,Area|Forest|Age Class|41-60,Million ha,0.6836,1.3688,2.0488,2.4122,2.2813,1.6582,0.9039
NIC,Area|Forest|Age Class|61+,Million ha,0.0852,0.1315,0.2246,0.4029,0.7688,1.5003,2.2734
NIC,Carbon Stock|Forest|Total,Mt C,161.3328,176.300912,192.237344,212.84632,232.277056,246.187168,254.992048
NIC,Emissions|CO2|Land Use|Forestry,Mt CO2/yr,-14.407400874625822,-10.976615466666681,-11.686716799999996,-15.113249066666654,-14.249206399999997,-10.200748800000019,-6.456911999999997
NLD,Area|Forest|Age Class|0-20,Million ha,0.0219,0.0182,0.0135,0.0025,0.0,0.0,0.0
NLD,Area|Forest|Age Class|21-40,Million ha,0.0211,0.0176,0.0166,0.023,0.0219,0.0182,0.0135
NLD,Area|Forest|Age Class|41-60,Million ha,0.0509,0.0349,0.0303,0.0252,0.0211,0.0176,0.0166
NLD,Area|Forest|Age Class|61+,Million ha,0.1221,0.1453,0.1556,0.1653,0.173,0.1802,0.1859
NLD,Carbon Stock|Forest|Total,Mt C,12.9264,14.032842,15.099528,16.119352,17.086938,17.998446,18.851398
NLD,Emissions|CO2|Land Use|Forestry,Mt CO2/yr,-0.833889979137085,-0.811390800000001,-0.7822363999999992,-0.7478709333333332,-0.7095630666666672,-0.668439200000001,-0.625498133333332
NOR,Area|Forest|Age Class|0-20,Million ha,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NOR,Area|Forest|Age Class|21-40,Million ha,0.0059,0.0022,0.0008,0.0003,0.0,0.0,0.0
NOR,Area|Forest|Age Class|41-60,Million ha,0.2791,0.1162,0.0432,0.0143,0.0059,0.0022,0.0008
NOR,Area|Forest|Age Class|61+,Million ha,14.4401,14.6067,14.6811,14.7105,14.7192,14.7229,14.7243
NOR,Carbon Stock|Forest|Total,Mt C,468.17872,473.646752,479.09968,484.537984,489.96224,495.372928,500.770816
NOR,Emissions|CO2|Land Use|Forestry,Mt CO2/yr,-4.021181772780869,-4.009890133333329,-3.998813866666656,-3.988089600000012,-3.9777877333333436,-3.967837866666662,-3.9584512000000167
NPL,Area|Forest|Age Class|0-20,Million ha,0.2165,0.067,0.0052,0.0,0.0,0.0,0.0
NPL,Area|Forest|Age Class|21-40,Million ha,1.7204,1.3079,0.8571,0.4562,0.2165,0.067,0.0052
NPL,Area|Forest|Age Class|41-60,Million ha,2.5222,2.6226,2.547,2.2045,1.7204,1.3079,0.8571
NPL,Area|Forest|Age Class|61+,Million ha,1.4358,1.8974,2.4856,3.2342,3.958,4.52,5.0326
NPL,Carbon Stock|Forest|Total,Mt C,216.8064,230.553808,241.582624,250.28072,257.07416,262.350704,266.43448
NPL,Emissions|CO2|Land Use|Forestry,Mt CO2/yr,-12.232136052492688,-10.081432533333338,-8.087798400000004,-6.378603733333327,-4.981856000000002,-3.8694656000000007,-2.9947690666666666
NZL,Area|Forest|Age Class|0-20,Million ha,0.0091,0.0059,0.0032,0.0013,0.0,0.0,0.0
NZL,Area|Forest|Age Class|21-40,Million ha,0.0159,0.0145,0.0123,0.0109,0.0091,0.0059,0.0032
NZL,Area|Forest|Age Class|41-60,Million ha,0.1139,0.0458,0.025,0.017,0.0159,0.0145,0.0123
NZL,Area|Forest|Age Class|61+,Million ha,8.3691,8.4418,8.4675,8.4788,8.483,8.4876,8.4925
NZL,Carbon Stock|Forest|Total,Mt C,977586029.068288,1.6962035302901326e+28,9.329671325792551e+21,9.990398559383827e+25,1.684954988123166e+28,2.8687412413548043e+29,1.3760461354031451e+30
NZL,Emissions|CO2|Land Use|Forestry,Mt CO2/yr,-716895656.9867728,-1.2438825888794306e+28,1.2438819047035333e+28,-7.325608100984249e+25,-1.228307365680107e+28,-1.9801802111978242e+29,-7.987261415962875e+29
PAK,Area|Forest|Age Class|0-20,Million ha,0.1035,0.042,0.0033,0.0004,0.0,0.0,0.0
PAK,Area|Forest|Age Class|21-40,Million ha,0.1844,0.2064,0.2,0.158,0.1035,0.042,0.0033
PAK,Area|Forest|Age Class|41-60,Million ha,0.1122,0.1257,0.1474,0.1639,0.1844,0.2064,0.2
PAK,Area|Forest|Age Class|61+,Million ha,0.1781,0.2041,0.2275,0.2559,0.2903,0.3298,0.3749
PAK,Carbon Stock|Forest|Total,Mt C,15.579345,17.033968,18.424328,19.722772,20.910626,21.977964,22.922332
PAK,Emissions|CO2|Land Use|Forestry,Mt CO2/yr,-1.0879388388132396,-1.0667235333333345,-1.0195973333333315,-0.9521922666666665,-0.8710929333333344,-0.7827145333333329,-0.6925365333333339
PAN,Area|Forest|Age Class|0-20,Million ha,0.1017,0.0279,0.0046,0.0004,0.0,0.0,0.0
PAN,Area|Forest|Age Class|21-40,Million ha,0.5516,0.5181,0.3955,0.2498,0.1017,0.0279,0.0046
PAN,Area|Forest|Age Class|41-60,Million ha,0.1077,0.2056,0.3392,0.4637,0.5516,0.5181,0.3955
PAN,Area|Forest|Age Class|61+,Million ha,3.7619,3.7713,3.7836,3.809,3.8696,3.9769,4.1228
PAN,Carbon Stock|Forest|Total,Mt C,299.72176,304.13136,307.519936,310.014144,311.798912,313.054464,313.929472
PAN,Emissions|CO2|Land Use|Forestry,Mt CO2/yr,-3.9580868619354077,-3.233706666666633,-2.484955733333334,-1.8290858666666772,-1.308829866666656,-0.9207381333333501,-0.6416725333333184
PER,Area|Forest|Age Class|0-20,Million ha,0.0566,0.0205,0.005,0.0005,0.0,0.0,0.0
PER,Area|Forest|Age Class|21-40,Million ha,0.4078,0.305,0.2004,0.1149,0.0566,0.0205,0.005
PER,Area|Forest|Age Class|41-60,Million ha,0.5049,0.5332,0.5351,0.4753,0.4078,0.305,0.2004
PER,Area|Forest|Age Class|61+,Million ha,82.3436,82.4542,82.5724,82.7222,82.8485,82.9874,83.1075
PER,Carbon Stock|Forest|Total,Mt C,10865.325056,10909.65504,10949.983232,10986.641408,11019.925504,11050.125312,11077.502976
PER,Emissions|CO2|Land Use|Forestry,Mt CO2/yr,-35.68661745058053,-32.50865493333331,-29.57400746666729,-26.882662399999266,-24.408337066667563,-22.14652586666622,-20.076953599999733
PHL,Area|Forest|Age Class|0-20,Million ha,1.748,0.6008,0.1621,0.0306,0.0,0.0,0.0
PHL,Area|Forest|Age Class|21-40,Million ha,2.4949,3.3157,3.1701,2.6569,1.748,0.6008,0.1621
PHL,Area|Forest|Age Class|41-60,Million ha,0.3442,0.6143,1.1268,1.6904,2.4949,3.3157,3.1701
PHL,Area|Forest|Age Class|61+,Million ha,13.5334,13.5897,13.6615,13.7426,13.8776,14.204,14.7883
PHL,Carbon Stock|Forest|Total,Mt C,1644.097408,1682.299008,1716.277248,1745.189504,1769.008,1788.179328,1803.357184
PHL,Emissions|CO2|Land Use|Forestry,Mt CO2/yr,-29.700949153453166,-28.01450666666657,-24.917376000000104,-21.20232106666655,-17.466897066666736,-14.058973866666594,-11.130427733333347
PLW,Area|Forest|Age Class|0-20,Million ha,0.0004,0.0002,0.0001,0.0,0.0,0.0,0.0
PLW,Area|Forest|Age Class|21-40,Million ha,0.0079,0.0059,0.0039,0.0017,0.0004,0.0002,0.0001
PLW,Area|Forest|Age Class|41-60,Million ha,0.005,0.0061,0.0076,0.0086,0.0079,0.0059,0.0039
PLW,Area|Forest|Age Class|61+,Million ha,0.0067,0.0078,0.0084,0.0097,0.0117,0.0139,0.016
PLW,Carbon Stock|Forest|Total,Mt C,1.326218375,1.42718175,1.499813875,1.550461,1.585531875,1.61000125,1.62733975
PLW,Emissions|CO2|Land Use|Forestry,Mt CO2/yr,-0.09615783464352623,-0.07403980833333322,-0.05326355833333345,-0.037141225000000014,-0.025718641666666625,-0.017944208333333343,-0.012714899999999942
PNG,Area|Forest|Age Class|0-20,Million ha,0.4559,0.1469,0.0438,0.0098,0.0,0.0,0.0
